curso,sexo,matricula,nivel,materia,trimestre,nota
3SEC A,F,644,Secundaria,que,1T,69
3SEC A,M,218,Secundaria,que,1T,78
3SEC A,F,337,Secundaria,que,1T,75
3SEC A,M,242,Secundaria,que,1T,47
3SEC A,F,479,Secundaria,que,1T,83
3SEC A,M,294,Secundaria,que,1T,72
3SEC A,F,291,Secundaria,que,1T,80
3SEC A,M,272,Secundaria,que,1T,80
3SEC A,M,199,Secundaria,que,1T,48
3SEC A,F,536,Secundaria,que,1T,84
3SEC A,F,68,Secundaria,que,1T,86
3SEC A,M,197,Secundaria,que,1T,93
3SEC A,F,116,Secundaria,que,1T,80
3SEC A,F,395,Secundaria,que,1T,53
3SEC A,M,724,Secundaria,que,1T,41
3SEC A,M,171,Secundaria,que,1T,48
3SEC A,M,398,Secundaria,que,1T,59
3SEC A,F,670,Secundaria,que,1T,74
3SEC A,F,33,Secundaria,que,1T,86
3SEC A,M,233,Secundaria,que,1T,61
3SEC A,F,480,Secundaria,que,2T,73
3SEC A,F,408,Secundaria,que,2T,87
3SEC A,F,136,Secundaria,que,2T,81
3SEC A,M,695,Secundaria,que,2T,51
3SEC A,M,470,Secundaria,que,2T,95
3SEC A,M,229,Secundaria,que,2T,81
3SEC A,M,547,Secundaria,que,2T,58
3SEC A,M,241,Secundaria,que,2T,75
3SEC A,F,644,Secundaria,que,2T,59
3SEC A,M,218,Secundaria,que,2T,82
3SEC A,F,337,Secundaria,que,2T,82
3SEC A,M,242,Secundaria,que,2T,53
3SEC A,F,479,Secundaria,que,2T,80
3SEC A,M,294,Secundaria,que,2T,73
3SEC A,F,291,Secundaria,que,2T,80
3SEC A,M,272,Secundaria,que,2T,85
3SEC A,M,199,Secundaria,que,2T,53
3SEC A,F,536,Secundaria,que,2T,93
3SEC A,F,68,Secundaria,que,2T,88
3SEC A,M,197,Secundaria,que,2T,82
3SEC A,F,116,Secundaria,que,2T,64
3SEC A,F,395,Secundaria,que,2T,51
3SEC A,M,724,Secundaria,que,2T,51
3SEC A,M,171,Secundaria,que,2T,51
3SEC A,M,398,Secundaria,que,2T,56
3SEC A,F,670,Secundaria,que,2T,75
3SEC A,F,33,Secundaria,que,2T,82
3SEC A,M,233,Secundaria,que,2T,66
3SEC A,F,480,Secundaria,que,3T,93
3SEC A,F,408,Secundaria,que,3T,87
3SEC A,F,136,Secundaria,que,3T,78
3SEC A,M,695,Secundaria,que,3T,62
3SEC A,M,470,Secundaria,que,3T,83
3SEC A,M,229,Secundaria,que,3T,79
3SEC A,M,547,Secundaria,que,3T,60
3SEC A,M,241,Secundaria,que,3T,64
3SEC A,F,644,Secundaria,que,3T,65
3SEC A,M,218,Secundaria,que,3T,65
3SEC A,F,337,Secundaria,que,3T,73
3SEC A,M,242,Secundaria,que,3T,64
3SEC A,F,479,Secundaria,que,3T,94
3SEC A,M,294,Secundaria,que,3T,64
3SEC A,F,291,Secundaria,que,3T,76
3SEC A,M,272,Secundaria,que,3T,89
3SEC A,M,199,Secundaria,que,3T,51
3SEC A,F,536,Secundaria,que,3T,83
3SEC A,F,68,Secundaria,que,3T,90
3SEC A,M,197,Secundaria,que,3T,95
3SEC A,F,116,Secundaria,que,3T,60
3SEC A,F,395,Secundaria,que,3T,51
3SEC A,M,724,Secundaria,que,3T,61
3SEC A,M,171,Secundaria,que,3T,53
3SEC A,M,398,Secundaria,que,3T,84
3SEC A,F,670,Secundaria,que,3T,66
3SEC A,F,33,Secundaria,que,3T,72
3SEC A,M,233,Secundaria,que,3T,68
3SEC A,F,480,Secundaria,len-q,1T,82
3SEC A,F,408,Secundaria,len-q,1T,88
3SEC A,F,136,Secundaria,len-q,1T,82
3SEC A,M,695,Secundaria,len-q,1T,48
3SEC A,M,470,Secundaria,len-q,1T,87
3SEC A,M,229,Secundaria,len-q,1T,75
3SEC A,M,547,Secundaria,len-q,1T,61
3SEC A,M,241,Secundaria,len-q,1T,71
3SEC A,F,644,Secundaria,len-q,1T,66
3SEC A,M,218,Secundaria,len-q,1T,70
3SEC A,F,337,Secundaria,len-q,1T,79
3SEC A,M,242,Secundaria,len-q,1T,42
3SEC A,F,479,Secundaria,len-q,1T,83
3SEC A,M,294,Secundaria,len-q,1T,65
3SEC A,F,291,Secundaria,len-q,1T,79
3SEC A,M,272,Secundaria,len-q,1T,82
3SEC A,M,199,Secundaria,len-q,1T,52
3SEC A,F,536,Secundaria,len-q,1T,84
3SEC A,F,68,Secundaria,len-q,1T,83
3SEC A,M,197,Secundaria,len-q,1T,92
3SEC A,F,116,Secundaria,len-q,1T,75
3SEC A,F,395,Secundaria,len-q,1T,61
3SEC A,M,724,Secundaria,len-q,1T,46
3SEC A,M,171,Secundaria,len-q,1T,45
3SEC A,M,398,Secundaria,len-q,1T,71
3SEC A,F,670,Secundaria,len-q,1T,72
3SEC A,F,33,Secundaria,len-q,1T,83
3SEC A,M,233,Secundaria,len-q,1T,60
3SEC A,F,480,Secundaria,len-q,2T,78
3SEC A,F,408,Secundaria,len-q,2T,88
3SEC A,F,136,Secundaria,len-q,2T,80
3SEC A,M,695,Secundaria,len-q,2T,55
3SEC A,M,470,Secundaria,len-q,2T,86
3SEC A,M,229,Secundaria,len-q,2T,83
3SEC A,M,547,Secundaria,len-q,2T,55
3SEC A,M,241,Secundaria,len-q,2T,73
3SEC A,F,644,Secundaria,len-q,2T,57
3SEC A,M,218,Secundaria,len-q,2T,81
3SEC A,F,337,Secundaria,len-q,2T,80
3SEC A,M,242,Secundaria,len-q,2T,55
3SEC A,F,479,Secundaria,len-q,2T,80
3SEC A,M,294,Secundaria,len-q,2T,77
3SEC A,F,291,Secundaria,len-q,2T,74
3SEC A,M,272,Secundaria,len-q,2T,84
3SEC A,M,199,Secundaria,len-q,2T,53
3SEC A,F,536,Secundaria,len-q,2T,86
3SEC A,F,68,Secundaria,len-q,2T,88
3SEC A,M,197,Secundaria,len-q,2T,82
3SEC A,F,116,Secundaria,len-q,2T,66
3SEC A,F,395,Secundaria,len-q,2T,63
3SEC A,M,724,Secundaria,len-q,2T,57
3SEC A,M,171,Secundaria,len-q,2T,57
3SEC A,M,398,Secundaria,len-q,2T,64
3SEC A,F,670,Secundaria,len-q,2T,65
3SEC A,F,33,Secundaria,len-q,2T,80
3SEC A,M,233,Secundaria,len-q,2T,64
3SEC A,F,480,Secundaria,len-q,3T,89
3SEC A,F,408,Secundaria,len-q,3T,88
3SEC A,F,136,Secundaria,len-q,3T,77
3SEC A,M,695,Secundaria,len-q,3T,59
3SEC A,M,470,Secundaria,len-q,3T,79
3SEC A,M,229,Secundaria,len-q,3T,80
3SEC A,M,547,Secundaria,len-q,3T,60
3SEC A,M,241,Secundaria,len-q,3T,64
3SEC A,F,644,Secundaria,len-q,3T,62
3SEC A,M,218,Secundaria,len-q,3T,65
3SEC A,F,337,Secundaria,len-q,3T,68
3SEC A,M,242,Secundaria,len-q,3T,64
3SEC A,F,479,Secundaria,len-q,3T,93
3SEC A,M,294,Secundaria,len-q,3T,65
3SEC A,F,291,Secundaria,len-q,3T,69
3SEC A,M,272,Secundaria,len-q,3T,92
3SEC A,M,199,Secundaria,len-q,3T,52
3SEC A,F,536,Secundaria,len-q,3T,80
3SEC A,F,68,Secundaria,len-q,3T,89
3SEC A,M,197,Secundaria,len-q,3T,92
3SEC A,F,116,Secundaria,len-q,3T,56
3SEC A,F,395,Secundaria,len-q,3T,56
3SEC A,M,724,Secundaria,len-q,3T,58
3SEC A,M,171,Secundaria,len-q,3T,63
3SEC A,M,398,Secundaria,len-q,3T,79
3SEC A,F,670,Secundaria,len-q,3T,64
3SEC A,F,33,Secundaria,len-q,3T,77
3SEC A,M,233,Secundaria,len-q,3T,60
3SEC A,F,480,Secundaria,ing,1T,81
3SEC A,F,408,Secundaria,ing,1T,70
3SEC A,F,136,Secundaria,ing,1T,73
3SEC A,M,695,Secundaria,ing,1T,45
3SEC A,M,470,Secundaria,ing,1T,89
3SEC A,M,229,Secundaria,ing,1T,74
3SEC A,M,547,Secundaria,ing,1T,48
3SEC A,M,241,Secundaria,ing,1T,56
3SEC A,F,644,Secundaria,ing,1T,51
3SEC A,M,218,Secundaria,ing,1T,66
3SEC A,F,337,Secundaria,ing,1T,72
3SEC A,M,242,Secundaria,ing,1T,46
3SEC A,F,479,Secundaria,ing,1T,72
3SEC A,M,294,Secundaria,ing,1T,66
3SEC A,F,291,Secundaria,ing,1T,70
3SEC A,M,272,Secundaria,ing,1T,80
3SEC A,M,199,Secundaria,ing,1T,51
3SEC A,F,536,Secundaria,ing,1T,93
3SEC A,F,68,Secundaria,ing,1T,82
3SEC A,M,197,Secundaria,ing,1T,73
3SEC A,F,116,Secundaria,ing,1T,77
3SEC A,F,395,Secundaria,ing,1T,70
3SEC A,M,724,Secundaria,ing,1T,46
3SEC A,M,171,Secundaria,ing,1T,52
3SEC A,M,398,Secundaria,ing,1T,73
3SEC A,F,670,Secundaria,ing,1T,52
3SEC A,F,33,Secundaria,ing,1T,79
3SEC A,M,233,Secundaria,ing,1T,54
3SEC A,F,480,Secundaria,ing,2T,82
3SEC A,F,408,Secundaria,ing,2T,91
3SEC A,F,136,Secundaria,ing,2T,81
3SEC A,M,695,Secundaria,ing,2T,54
3SEC A,M,470,Secundaria,ing,2T,92
3SEC A,M,229,Secundaria,ing,2T,91
3SEC A,M,547,Secundaria,ing,2T,56
3SEC A,M,241,Secundaria,ing,2T,84
3SEC A,F,644,Secundaria,ing,2T,66
3SEC A,M,218,Secundaria,ing,2T,81
3SEC A,F,337,Secundaria,ing,2T,88
3SEC A,M,242,Secundaria,ing,2T,55
3SEC A,F,479,Secundaria,ing,2T,81
3SEC A,M,294,Secundaria,ing,2T,74
3SEC A,F,291,Secundaria,ing,2T,68
3SEC A,M,272,Secundaria,ing,2T,87
3SEC A,M,199,Secundaria,ing,2T,55
3SEC A,F,536,Secundaria,ing,2T,94
3SEC A,F,68,Secundaria,ing,2T,90
3SEC A,M,197,Secundaria,ing,2T,94
3SEC A,F,116,Secundaria,ing,2T,95
3SEC A,F,395,Secundaria,ing,2T,52
3SEC A,M,724,Secundaria,ing,2T,51
3SEC A,M,171,Secundaria,ing,2T,51
3SEC A,M,398,Secundaria,ing,2T,88
3SEC A,F,670,Secundaria,ing,2T,61
3SEC A,F,33,Secundaria,ing,2T,66
3SEC A,M,233,Secundaria,ing,2T,65
3SEC A,F,480,Secundaria,ing,3T,87
3SEC A,F,408,Secundaria,ing,3T,96
3SEC A,F,136,Secundaria,ing,3T,83
3SEC A,M,695,Secundaria,ing,3T,53
3SEC A,M,470,Secundaria,ing,3T,85
3SEC A,M,229,Secundaria,ing,3T,70
3SEC A,M,547,Secundaria,ing,3T,51
3SEC A,M,241,Secundaria,ing,3T,69
3SEC A,F,644,Secundaria,ing,3T,51
3SEC A,M,218,Secundaria,ing,3T,65
3SEC A,F,337,Secundaria,ing,3T,77
3SEC A,M,242,Secundaria,ing,3T,51
3SEC A,F,479,Secundaria,ing,3T,81
3SEC A,M,294,Secundaria,ing,3T,73
3SEC A,F,291,Secundaria,ing,3T,64
3SEC A,M,272,Secundaria,ing,3T,91
3SEC A,M,199,Secundaria,ing,3T,60
3SEC A,F,536,Secundaria,ing,3T,94
3SEC A,F,68,Secundaria,ing,3T,82
3SEC A,M,197,Secundaria,ing,3T,95
3SEC A,F,116,Secundaria,ing,3T,92
3SEC A,F,395,Secundaria,ing,3T,86
3SEC A,M,724,Secundaria,ing,3T,57
3SEC A,M,171,Secundaria,ing,3T,51
3SEC A,M,398,Secundaria,ing,3T,73
3SEC A,F,670,Secundaria,ing,3T,73
3SEC A,F,33,Secundaria,ing,3T,80
3SEC A,M,233,Secundaria,ing,3T,77
3SEC A,F,480,Secundaria,soc,1T,90
3SEC A,F,408,Secundaria,soc,1T,89
3SEC A,F,136,Secundaria,soc,1T,85
3SEC A,M,695,Secundaria,soc,1T,51
3SEC A,M,470,Secundaria,soc,1T,89
3SEC A,M,229,Secundaria,soc,1T,85
3SEC A,M,547,Secundaria,soc,1T,67
3SEC A,M,241,Secundaria,soc,1T,69
3SEC A,F,644,Secundaria,soc,1T,69
3SEC A,M,218,Secundaria,soc,1T,85
3SEC A,F,337,Secundaria,soc,1T,90
3SEC A,M,242,Secundaria,soc,1T,49
3SEC A,F,479,Secundaria,soc,1T,85
3SEC A,M,294,Secundaria,soc,1T,81
3SEC A,F,291,Secundaria,soc,1T,84
3SEC A,M,272,Secundaria,soc,1T,93
3SEC A,M,199,Secundaria,soc,1T,60
3SEC A,F,536,Secundaria,soc,1T,93
3SEC A,F,68,Secundaria,soc,1T,93
3SEC A,M,197,Secundaria,soc,1T,98
3SEC A,F,116,Secundaria,soc,1T,90
3SEC A,F,395,Secundaria,soc,1T,72
3SEC A,M,724,Secundaria,soc,1T,52
3SEC A,M,171,Secundaria,soc,1T,46
3SEC A,M,398,Secundaria,soc,1T,70
3SEC A,F,670,Secundaria,soc,1T,69
3SEC A,F,33,Secundaria,soc,1T,75
3SEC A,M,233,Secundaria,soc,1T,63
3SEC A,F,480,Secundaria,soc,2T,89
3SEC A,F,408,Secundaria,soc,2T,95
3SEC A,F,136,Secundaria,soc,2T,89
3SEC A,M,695,Secundaria,soc,2T,52
3SEC A,M,470,Secundaria,soc,2T,84
3SEC A,M,229,Secundaria,soc,2T,78
3SEC A,M,547,Secundaria,soc,2T,74
3SEC A,M,241,Secundaria,soc,2T,63
3SEC A,F,644,Secundaria,soc,2T,56
3SEC A,M,218,Secundaria,soc,2T,83
3SEC A,F,337,Secundaria,soc,2T,83
3SEC A,M,242,Secundaria,soc,2T,55
3SEC A,F,479,Secundaria,soc,2T,71
3SEC A,M,294,Secundaria,soc,2T,81
3SEC A,F,291,Secundaria,soc,2T,74
3SEC A,M,272,Secundaria,soc,2T,92
3SEC A,M,199,Secundaria,soc,2T,56
3SEC A,F,536,Secundaria,soc,2T,85
3SEC A,F,68,Secundaria,soc,2T,94
3SEC A,M,197,Secundaria,soc,2T,95
3SEC A,F,116,Secundaria,soc,2T,74
3SEC A,F,395,Secundaria,soc,2T,62
3SEC A,M,724,Secundaria,soc,2T,58
3SEC A,M,171,Secundaria,soc,2T,53
3SEC A,M,398,Secundaria,soc,2T,57
3SEC A,F,670,Secundaria,soc,2T,64
3SEC A,F,33,Secundaria,soc,2T,81
3SEC A,M,233,Secundaria,soc,2T,61
3SEC A,F,480,Secundaria,soc,3T,82
3SEC A,F,408,Secundaria,soc,3T,91
3SEC A,F,136,Secundaria,soc,3T,86
3SEC A,M,695,Secundaria,soc,3T,60
3SEC A,M,470,Secundaria,soc,3T,86
3SEC A,M,229,Secundaria,soc,3T,72
3SEC A,M,547,Secundaria,soc,3T,78
3SEC A,M,241,Secundaria,soc,3T,71
3SEC A,F,644,Secundaria,soc,3T,59
3SEC A,M,218,Secundaria,soc,3T,84
3SEC A,F,337,Secundaria,soc,3T,90
3SEC A,M,242,Secundaria,soc,3T,72
3SEC A,F,479,Secundaria,soc,3T,87
3SEC A,M,294,Secundaria,soc,3T,76
3SEC A,F,291,Secundaria,soc,3T,82
3SEC A,M,272,Secundaria,soc,3T,99
3SEC A,M,199,Secundaria,soc,3T,61
3SEC A,F,536,Secundaria,soc,3T,83
3SEC A,F,68,Secundaria,soc,3T,89
3SEC A,M,197,Secundaria,soc,3T,92
3SEC A,F,116,Secundaria,soc,3T,80
3SEC A,F,395,Secundaria,soc,3T,57
3SEC A,M,724,Secundaria,soc,3T,51
3SEC A,M,171,Secundaria,soc,3T,53
3SEC A,M,398,Secundaria,soc,3T,65
3SEC A,F,670,Secundaria,soc,3T,75
3SEC A,F,33,Secundaria,soc,3T,83
3SEC A,M,233,Secundaria,soc,3T,64
3SEC A,F,480,Secundaria,efi,1T,90
3SEC A,F,408,Secundaria,efi,1T,92
3SEC A,F,136,Secundaria,efi,1T,92
3SEC A,M,695,Secundaria,efi,1T,75
3SEC A,M,470,Secundaria,efi,1T,94
3SEC A,M,229,Secundaria,efi,1T,92
3SEC A,M,547,Secundaria,efi,1T,89
3SEC A,M,241,Secundaria,efi,1T,89
3SEC A,F,644,Secundaria,efi,1T,87
3SEC A,M,218,Secundaria,efi,1T,91
3SEC A,F,337,Secundaria,efi,1T,88
3SEC A,M,242,Secundaria,efi,1T,89
3SEC A,F,479,Secundaria,efi,1T,85
3SEC A,M,294,Secundaria,efi,1T,93
3SEC A,F,291,Secundaria,efi,1T,86
3SEC A,M,272,Secundaria,efi,1T,94
3SEC A,M,199,Secundaria,efi,1T,82
3SEC A,F,536,Secundaria,efi,1T,91
3SEC A,F,68,Secundaria,efi,1T,100
3SEC A,M,197,Secundaria,efi,1T,90
3SEC A,F,116,Secundaria,efi,1T,83
3SEC A,F,395,Secundaria,efi,1T,74
3SEC A,M,724,Secundaria,efi,1T,84
3SEC A,M,171,Secundaria,efi,1T,75
3SEC A,M,398,Secundaria,efi,1T,79
3SEC A,F,670,Secundaria,efi,1T,83
3SEC A,F,33,Secundaria,efi,1T,92
3SEC A,M,233,Secundaria,efi,1T,80
3SEC A,F,480,Secundaria,efi,2T,82
3SEC A,F,408,Secundaria,efi,2T,85
3SEC A,F,136,Secundaria,efi,2T,88
3SEC A,M,695,Secundaria,efi,2T,81
3SEC A,M,470,Secundaria,efi,2T,87
3SEC A,M,229,Secundaria,efi,2T,91
3SEC A,M,547,Secundaria,efi,2T,58
3SEC A,M,241,Secundaria,efi,2T,68
3SEC A,F,644,Secundaria,efi,2T,90
3SEC A,M,218,Secundaria,efi,2T,69
3SEC A,F,337,Secundaria,efi,2T,85
3SEC A,M,242,Secundaria,efi,2T,61
3SEC A,F,479,Secundaria,efi,2T,72
3SEC A,M,294,Secundaria,efi,2T,89
3SEC A,F,291,Secundaria,efi,2T,69
3SEC A,M,272,Secundaria,efi,2T,98
3SEC A,M,199,Secundaria,efi,2T,57
3SEC A,F,536,Secundaria,efi,2T,92
3SEC A,F,68,Secundaria,efi,2T,92
3SEC A,M,197,Secundaria,efi,2T,73
3SEC A,F,116,Secundaria,efi,2T,84
3SEC A,F,395,Secundaria,efi,2T,65
3SEC A,M,724,Secundaria,efi,2T,71
3SEC A,M,171,Secundaria,efi,2T,63
3SEC A,M,398,Secundaria,efi,2T,69
3SEC A,F,670,Secundaria,efi,2T,61
3SEC A,F,33,Secundaria,efi,2T,79
3SEC A,M,233,Secundaria,efi,2T,75
3SEC A,F,480,Secundaria,efi,3T,92
3SEC A,F,408,Secundaria,efi,3T,98
3SEC A,F,136,Secundaria,efi,3T,96
3SEC A,M,695,Secundaria,efi,3T,73
3SEC A,M,470,Secundaria,efi,3T,92
3SEC A,M,229,Secundaria,efi,3T,96
3SEC A,M,547,Secundaria,efi,3T,88
3SEC A,M,241,Secundaria,efi,3T,92
3SEC A,F,644,Secundaria,efi,3T,77
3SEC A,M,218,Secundaria,efi,3T,95
3SEC A,F,337,Secundaria,efi,3T,77
3SEC A,M,242,Secundaria,efi,3T,83
3SEC A,F,479,Secundaria,efi,3T,82
3SEC A,M,294,Secundaria,efi,3T,92
3SEC A,F,291,Secundaria,efi,3T,93
3SEC A,M,272,Secundaria,efi,3T,98
3SEC A,M,199,Secundaria,efi,3T,71
3SEC A,F,536,Secundaria,efi,3T,98
3SEC A,F,68,Secundaria,efi,3T,96
3SEC A,M,197,Secundaria,efi,3T,95
3SEC A,F,116,Secundaria,efi,3T,77
3SEC A,F,395,Secundaria,efi,3T,77
3SEC A,M,724,Secundaria,efi,3T,69
3SEC A,M,171,Secundaria,efi,3T,79
3SEC A,M,398,Secundaria,efi,3T,76
3SEC A,F,670,Secundaria,efi,3T,92
3SEC A,F,33,Secundaria,efi,3T,96
3SEC A,M,233,Secundaria,efi,3T,76
3SEC A,F,480,Secundaria,mus,1T,80
3SEC A,F,408,Secundaria,mus,1T,90
3SEC A,F,136,Secundaria,mus,1T,86
3SEC A,M,695,Secundaria,mus,1T,77
3SEC A,M,470,Secundaria,mus,1T,87
3SEC A,M,229,Secundaria,mus,1T,77
3SEC A,M,547,Secundaria,mus,1T,81
3SEC A,M,241,Secundaria,mus,1T,76
3SEC A,F,644,Secundaria,mus,1T,91
3SEC A,M,218,Secundaria,mus,1T,71
3SEC A,F,337,Secundaria,mus,1T,92
3SEC A,M,242,Secundaria,mus,1T,48
3SEC A,F,479,Secundaria,mus,1T,100
3SEC A,M,294,Secundaria,mus,1T,85
3SEC A,F,291,Secundaria,mus,1T,90
3SEC A,M,272,Secundaria,mus,1T,84
3SEC A,M,199,Secundaria,mus,1T,70
3SEC A,F,536,Secundaria,mus,1T,82
3SEC A,F,68,Secundaria,mus,1T,92
3SEC A,M,197,Secundaria,mus,1T,95
3SEC A,F,116,Secundaria,mus,1T,73
3SEC A,F,395,Secundaria,mus,1T,82
3SEC A,M,724,Secundaria,mus,1T,54
3SEC A,M,171,Secundaria,mus,1T,79
3SEC A,M,398,Secundaria,mus,1T,61
3SEC A,F,670,Secundaria,mus,1T,94
3SEC A,F,33,Secundaria,mus,1T,91
3SEC A,M,233,Secundaria,mus,1T,95
3SEC A,F,480,Secundaria,mus,2T,100
3SEC A,F,408,Secundaria,mus,2T,94
3SEC A,F,136,Secundaria,mus,2T,84
3SEC A,M,695,Secundaria,mus,2T,79
3SEC A,M,470,Secundaria,mus,2T,93
3SEC A,M,229,Secundaria,mus,2T,92
3SEC A,M,547,Secundaria,mus,2T,82
3SEC A,M,241,Secundaria,mus,2T,95
3SEC A,F,644,Secundaria,mus,2T,88
3SEC A,M,218,Secundaria,mus,2T,86
3SEC A,F,337,Secundaria,mus,2T,73
3SEC A,M,242,Secundaria,mus,2T,70
3SEC A,F,479,Secundaria,mus,2T,93
3SEC A,M,294,Secundaria,mus,2T,73
3SEC A,F,291,Secundaria,mus,2T,83
3SEC A,M,272,Secundaria,mus,2T,90
3SEC A,M,199,Secundaria,mus,2T,84
3SEC A,F,536,Secundaria,mus,2T,91
3SEC A,F,68,Secundaria,mus,2T,86
3SEC A,M,197,Secundaria,mus,2T,79
3SEC A,F,116,Secundaria,mus,2T,93
3SEC A,F,395,Secundaria,mus,2T,56
3SEC A,M,724,Secundaria,mus,2T,57
3SEC A,M,171,Secundaria,mus,2T,60
3SEC A,M,398,Secundaria,mus,2T,74
3SEC A,F,670,Secundaria,mus,2T,88
3SEC A,F,33,Secundaria,mus,2T,96
3SEC A,M,233,Secundaria,mus,2T,77
3SEC A,F,480,Secundaria,mus,3T,100
3SEC A,F,408,Secundaria,mus,3T,98
3SEC A,F,136,Secundaria,mus,3T,84
3SEC A,M,695,Secundaria,mus,3T,51
3SEC A,M,470,Secundaria,mus,3T,84
3SEC A,M,229,Secundaria,mus,3T,81
3SEC A,M,547,Secundaria,mus,3T,72
3SEC A,M,241,Secundaria,mus,3T,79
3SEC A,F,644,Secundaria,mus,3T,92
3SEC A,M,218,Secundaria,mus,3T,89
3SEC A,F,337,Secundaria,mus,3T,85
3SEC A,M,242,Secundaria,mus,3T,70
3SEC A,F,479,Secundaria,mus,3T,95
3SEC A,M,294,Secundaria,mus,3T,75
3SEC A,F,291,Secundaria,mus,3T,84
3SEC A,M,272,Secundaria,mus,3T,97
3SEC A,M,199,Secundaria,mus,3T,51
3SEC A,F,536,Secundaria,mus,3T,93
3SEC A,F,68,Secundaria,mus,3T,85
3SEC A,M,197,Secundaria,mus,3T,96
3SEC A,F,116,Secundaria,mus,3T,78
3SEC A,F,395,Secundaria,mus,3T,59
3SEC A,M,724,Secundaria,mus,3T,63
3SEC A,M,171,Secundaria,mus,3T,65
3SEC A,M,398,Secundaria,mus,3T,61
3SEC A,F,670,Secundaria,mus,3T,96
3SEC A,F,33,Secundaria,mus,3T,81
3SEC A,M,233,Secundaria,mus,3T,81
3SEC A,F,480,Secundaria,apv,1T,87
3SEC A,F,408,Secundaria,apv,1T,68
3SEC A,F,136,Secundaria,apv,1T,78
3SEC A,M,695,Secundaria,apv,1T,40
3SEC A,M,470,Secundaria,apv,1T,87
3SEC A,M,229,Secundaria,apv,1T,76
3SEC A,M,547,Secundaria,apv,1T,74
3SEC A,M,241,Secundaria,apv,1T,74
3SEC A,F,644,Secundaria,apv,1T,63
3SEC A,M,218,Secundaria,apv,1T,81
3SEC A,F,337,Secundaria,apv,1T,77
3SEC A,M,242,Secundaria,apv,1T,48
3SEC A,F,479,Secundaria,apv,1T,90
3SEC A,M,294,Secundaria,apv,1T,80
3SEC A,F,291,Secundaria,apv,1T,75
3SEC A,M,272,Secundaria,apv,1T,84
3SEC A,M,199,Secundaria,apv,1T,55
3SEC A,F,536,Secundaria,apv,1T,82
3SEC A,F,68,Secundaria,apv,1T,88
3SEC A,M,197,Secundaria,apv,1T,82
3SEC A,F,116,Secundaria,apv,1T,74
3SEC A,F,395,Secundaria,apv,1T,68
3SEC A,M,724,Secundaria,apv,1T,76
3SEC A,M,171,Secundaria,apv,1T,57
3SEC A,M,398,Secundaria,apv,1T,78
3SEC A,F,670,Secundaria,apv,1T,79
3SEC A,F,33,Secundaria,apv,1T,81
3SEC A,M,233,Secundaria,apv,1T,80
3SEC A,F,480,Secundaria,apv,2T,79
3SEC A,F,408,Secundaria,apv,2T,90
3SEC A,F,136,Secundaria,apv,2T,81
3SEC A,M,695,Secundaria,apv,2T,56
3SEC A,M,470,Secundaria,apv,2T,80
3SEC A,M,229,Secundaria,apv,2T,84
3SEC A,M,547,Secundaria,apv,2T,64
3SEC A,M,241,Secundaria,apv,2T,72
3SEC A,F,644,Secundaria,apv,2T,70
3SEC A,M,218,Secundaria,apv,2T,73
3SEC A,F,337,Secundaria,apv,2T,90
3SEC A,M,242,Secundaria,apv,2T,77
3SEC A,F,479,Secundaria,apv,2T,92
3SEC A,M,294,Secundaria,apv,2T,67
3SEC A,F,291,Secundaria,apv,2T,85
3SEC A,M,272,Secundaria,apv,2T,89
3SEC A,M,199,Secundaria,apv,2T,51
3SEC A,F,536,Secundaria,apv,2T,98
3SEC A,F,68,Secundaria,apv,2T,100
3SEC A,M,197,Secundaria,apv,2T,85
3SEC A,F,116,Secundaria,apv,2T,70
3SEC A,F,395,Secundaria,apv,2T,84
3SEC A,M,724,Secundaria,apv,2T,59
3SEC A,M,171,Secundaria,apv,2T,56
3SEC A,M,398,Secundaria,apv,2T,66
3SEC A,F,670,Secundaria,apv,2T,91
3SEC A,F,33,Secundaria,apv,2T,86
3SEC A,M,233,Secundaria,apv,2T,83
3SEC A,F,480,Secundaria,apv,3T,95
3SEC A,F,408,Secundaria,apv,3T,91
3SEC A,F,136,Secundaria,apv,3T,89
3SEC A,M,695,Secundaria,apv,3T,72
3SEC A,M,470,Secundaria,apv,3T,83
3SEC A,M,229,Secundaria,apv,3T,79
3SEC A,M,547,Secundaria,apv,3T,81
3SEC A,M,241,Secundaria,apv,3T,90
3SEC A,F,644,Secundaria,apv,3T,75
3SEC A,M,218,Secundaria,apv,3T,86
3SEC A,F,337,Secundaria,apv,3T,86
3SEC A,M,242,Secundaria,apv,3T,73
3SEC A,F,479,Secundaria,apv,3T,93
3SEC A,M,294,Secundaria,apv,3T,82
3SEC A,F,291,Secundaria,apv,3T,81
3SEC A,M,272,Secundaria,apv,3T,98
3SEC A,M,199,Secundaria,apv,3T,57
3SEC A,F,536,Secundaria,apv,3T,92
3SEC A,F,68,Secundaria,apv,3T,97
3SEC A,M,197,Secundaria,apv,3T,82
3SEC A,F,116,Secundaria,apv,3T,84
3SEC A,F,395,Secundaria,apv,3T,64
3SEC A,M,724,Secundaria,apv,3T,57
3SEC A,M,171,Secundaria,apv,3T,56
3SEC A,M,398,Secundaria,apv,3T,66
3SEC A,F,670,Secundaria,apv,3T,87
3SEC A,F,33,Secundaria,apv,3T,89
3SEC A,M,233,Secundaria,apv,3T,80
3SEC A,F,480,Secundaria,mat,1T,80
